Name,Type
The Splunk certificates were replaced and the paths in the Splunk system were modified.,Event
Technician B staff handled the case from 2025/10/13 13:30 to 2025/10/13 17:30.,Event
Index and HEC token for XSOAR are added,Event
為修補漏洞已將Gitlab升級至建議版本,Event
There are pending tasks of alarm inventory.,Event
已部署套件於SH上,Event
The status description is Splunk駐點服務202512第一周(2025/12/2).,Event
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP。,Event
"處理工程師為 C人員,B人員 進行時間為 2025/03/14 09:00 至 2025/03/14 14:00。",Event
Handling engineer A人員 processed the event during this time: 2025/12/26 15:00 to 2025/12/26 16:00.,Event
當前Splunk版本：9.3.8 / 2025.11.14,Event
DEP02連動主機檢查-完成,Event
E客戶's maintenance record is being recorded.,Event
This is a maintenance record for customer B.,Event
This week's work items include adjusting <F5VPN specific user connection records (ssp)> according to requirements.,Event
A new user sailag was added on host 172.18.44.33 (DEP02) and the permission settings from the previous email attachment were applied.,Event
This is a maintenance record for E client.,Event
2. 伺服器效能 - CPU使用率:1.24%，低於90%，屬正常 - 記憶體使用率:18.21%，低於90%，屬正常 - 硬碟使用率:43.73%，屬正常,Event
"Upgrade version except PIMS search head encountered dbconenct abnormal issue, others successfully upgraded.",Event
SH KVstore engine abnormal test is in progress.,Event
The AI website service record query dashboard is built.,Event
The maintenance record for E客戶 is logged.,Event
The maintenance record is about F customer.,Event
4. 版本評估 - 現行版本:9.4.3 (2025.06.05) - 最新版本:10.0.2 (2025.11.14) - 因現行版本未有弱點釋出，故不升級。,Event
版本更新：現行版本近期被掃出弱點，建議進行升版,Event
FWD02 CPU及磁碟用量異常,Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/16 14:00 至 2025/12/16 18:40。",Event
Requesting assistance in applying for the bottom layer and disable automatic version check of splunk.,Event
3.Adjust <F5VPN specific user connection records (ssp)>.,Event
The current version was scanned for vulnerabilities.,Event
已在172.18.44.33(DEP02)主機上新增使用者 sailag，並套用先前信件附件中的權限設定,Event
E客戶進行駐點工作,Event
C人員處理維護紀錄,Event
A maintenance record about E客戶 is created.,Event
Engineers A and C handled the case.,Event
Discovering that the KV store certificate had expired.,Event
調整 clean.sh 資料留存區間.,Event
The processing engineer A staff conducted the work from 2025/12/01 10:00 to 2025/12/01 12:00.,Event
The tasks included setting the monthly report for Gen AI connection records every month at 2:00 AM on the first day of the month.,Event
請珮雯再次申請檢測sailag使用者權限是否合規，將在檢測通過後於其他主機上新增使用者,Event
C客戶進行了一筆維護紀錄,Event
E客戶 has a task named E客戶駐點工作事項 - 20251204 on the described day of maintenance.,Event
The Splunk on-site service for the third week of 2025 was handled.,Event
"There are pending tasks to add debug log data collection for CEF outputs package, upgrade ES version due to threat object duplication display issue, upgrade Splunk version, turn off inputs for Apim1 and imsdb01 to a non-existent index, and close the unused SH FISAC API input.",Event
"The current version which is 9.3.8 / 2025.11.14 has recently been scanned for vulnerabilities, and it is recommended to upgrade.",Event
"處理工程師為 A人員,C人員 進行時間為 2025/12/10 13:30 至 2025/12/10 20:00",Event
Adjust HTTP outbound large data transmission report and add URL to be monitored in the report.,Event
A maintenance record for B client was processed.,Event
A personnel and C personnel are the processing engineers.,Event
工程師處理了 A客戶 的維護事項.,Event
工作內容：該sourcetype斷行異常，故先將其調整回原始sourcetype,Event
Engineers C and A processed the event between 2025/12/19 13:30 to 2025/12/19 18:00,Event
There is a list of tasks for this week.,Event
Server performance is normal.,Event
It is confirmed that Splunk has sent a report and recorded it in the cim_modactions index.,Event
"Past backups and installation files were deleted, reducing it to 85%.",Event
There are 10 UF systems in E客戶 Splunk that exceed the preset transmission limit and have been adjusted.,Event
B部門 2.SH KVstore引擎異常測試-進行中 正在個人的測試環境測試SH 的KVstore狀態中。,Event
GCP report user fields for E客戶 are adjusted.,Event
狀態描述 (Description): Splunk_11月維護.,Event
處理工程師為 A人員,Event
Engineer A handles the work from 2025/11/24 10:30 to 2025/11/24 11:00.,Event
狀態描述 (Description): splunk_銀行處12月月維護,Event
B人員 processes the maintenance record.,Event
The original version 18.5.2 was affected by vulnerabilities CVE-2024-9183 and CVE-2025-12571.,Event
Disable splunk自動version check,Event
Adjust IIS LOG forwarding destination,Event
Engineers A and C handled the process from 2025/12/03 13:30 to 2025/12/03 17:40.,Event
This is a record of maintenance for F client.,Event
PA報表寄信異常-未完成 已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2。,Event
A maintenance record for F客戶 was processed.,Event
Splunk駐點服務 is in operation for the fifth week of October 2025.,Event
C人員 processes the maintenance for E客戶.,Event
D客戶 is maintained.,Event
The handling engineer is A staff.,Event
Splunk is updated for E client on 2025-11-24,Event
The description of splunk_銀行處12月月維護 is given as the status.,Event
An authorization usage of 139.07 GB out of 150 GB was recorded.,Event
Splunk套件升級-完成,Event
A new setting was added so that splunk monitors all files regardless of their similarity.,Event
The current version is near the end of its lifecycle and has recently been subject to vulnerability scans.,Event
目前已產出一份DC_ARP_table報表，並與現有設備清單做比對,Event
2.Adjust the alert syntax of <SAP important TCode execution record>.,Event
已於底層重新調整es_admin_user與admin角色的能力,Event
The status description is as follows: E customer on-site work items - 20251030.,Event
The geodb was updated.,Event
SSH Server vulnerability patching is pending.,Event
"Data deletion of ocp_cdibh was performed, and data synchronization was reattempted.",Event
It is being tested in a personal environment.,Event
Splunk整體架構IP調整-完成 已設定完成所有主機的新IP,Event
將繼續查看排程無法正常寄送報表問題,Event
A maintenance record about E客戶 was created.,Event
The status description is pice_logs missing handling process.,Event
E客戶 requires Splunk upgrade from version 9.3.3 to 9.3.8 and a vulnerability scan request.,Event
The IP whitelist for Cyble ASM and Splunk accounts were updated.,Event
目前已產出一份DC_ARP_table報表，並與現有設備清單做比對，附件為比對結果,Event
A客戶 的維護紀錄被記錄。,Event
The admin role's abilities must be greater than the es_admin_user role.,Event
B人員 processed the request.,Event
A部門將PA每月報表觸發的預設寄件套件改為客製寄件套件。,Event
處理工程師為 C人員 進行時間為 2025/07/29 12:00 至 2025/07/29 13:00。,Event
refers to,Relation
提交需使用API的IP申請單,Relation
is the subject of,Relation
adjusted in,Relation
is monitored by,Relation
新增使用者及套用權限設定,Relation
was upgraded from,Relation
executes,Relation
is about,Relation
complete,Relation
makes the recommendation regarding,Relation
manually removed by,Relation
/var/log/secure to estreamer 資料 轉發,Relation
observes,Relation
包含項目,Relation
recommends,Relation
sent request to,Relation
describes,Relation
receives,Relation
provides a description of,Relation
averaged,Relation
at the same time as,Relation
submitted to,Relation
processed on,Relation
has service at,Relation
suggests to increase the alloted quantity of,Relation
had a status description as,Relation
進行時間為,Relation
impacts,Relation
checks,Relation
requires assistance for,Relation
handles,Relation
是,Relation
發生,Relation
暴增,Relation
described,Relation
is duration of,Relation
has conducted,Relation
removes,Relation
covers,Relation
requires maintenance for,Relation
start,Relation
performs actions from,Relation
works from,Relation
suggested updating to latest version,Relation
handled,Relation
created an issue,Relation
tried to adjust,Relation
had,Relation
建立排程,Relation
is recorded from,Relation
adds to white list,Relation
performed maintenance on,Relation
引發,Relation
having maintenance records about,Relation
as a result,Relation
was confirmed by,Relation
requested assistance for,Relation
is,Relation
ends at,Relation
lists,Relation
superseded by,Relation
has a maintenance schedule in,Relation
removed by,Relation
recommended,Relation
可檢測,Relation
handle,Relation
conducted,Relation
執行工作項目,Relation
maintains,Relation
updates to,Relation
updated to,Relation
sets priority for H1、H2、H3,Relation
occurs during,Relation
is the duration of,Relation
changed the IP of,Relation
is tested in,Relation
operated at,Relation
have,Relation
has a purchase of,Relation
includes action for,Relation
to,Relation
更新,Relation
patches vulnerabilities in,Relation
conducted on,Relation
adds,Relation
has an issue with,Relation
is conducted by,Relation
created,Relation
is manually restarted by,Relation
is processed by,Relation
is part of,Relation
重新報到,Relation
captured in,Relation
upgraded,Relation
send,Relation
has problem with,Relation
includes description for,Relation
deleted data from,Relation
is the time duration of,Relation
申請,Relation
deploy,Relation
planned to visit on,Relation
caused by,Relation
has a status of,Relation
occurs at,Relation
has,Relation
suggests expansion to,Relation
新增,Relation
should report,Relation
After,Relation
suggests to expand,Relation
需升級,Relation
in progress,Relation
submitted,Relation
updates,Relation
is recorded to,Relation
updated,Relation
performs task on,Relation
upgrades to,Relation
is normal with a value of,Relation
enables,Relation
works to,Relation
進行維護紀錄,Relation
as a result of,Relation
is the status description related to,Relation
sets up,Relation
include,Relation
從,Relation
hasIssuesWith,Relation
adjust,Relation
關於,Relation
sends,Relation
historical data,Relation
is within a normal range for CPU,Relation
worked for,Relation
調整,Relation
encountered by,Relation
為...進行,Relation
performs actions listed in,Relation
processed,Relation
評估中,Relation
associated with,Relation
is recommended by,Relation
處理,Relation
after,Relation
notes,Relation
is not updated from,Relation
split into,Relation
提交需要使用API的IP申請單,Relation
進行移轉,Relation
包含日期,Relation
isAdjustedBy,Relation
進行分析使用,Relation
will have a space added at the end,Relation
被掃出弱點,Relation
記錄,Relation
will add fields for,Relation
Because,Relation
has average usage of,Relation
modified,Relation
affects,Relation
is acted on to add,Relation
測試,Relation
包含錯誤,Relation
exceeded in usage,Relation
has maintenance record,Relation
is on the list of,Relation
is associated with,Relation
other assets are being set to,Relation
是主題的,Relation
關聯於,Relation
tests,Relation
is not updated to,Relation
performed,Relation
removed,Relation
is the timeframe of maintenance for,Relation
is confirmed by,Relation
handles maintenance for,Relation
reached 100% times of,Relation
isCreatedBy,Relation
hosted,Relation
handled by,Relation
has regular maintenance,Relation
is unused and will be closed,Relation
replaced,Relation
performed maintenance for,Relation
at the same time,Relation
has a CPU utilization of,Relation
協助排查連線問題,Relation
is from,Relation
is currently processing,Relation
Updates,Relation
進行維護,Relation
is participated by,Relation
assigns,Relation
is a,Relation
completed,Relation
requested by,Relation
visits,Relation
involves setting of,Relation
was performed on,Relation
testing,Relation
has report,Relation
擁有,Relation
works as,Relation
has an issue of,Relation
ended,Relation
has worked on,Relation
was assisted by,Relation
完成splunk LDAP驗證設定,Relation
upgraded from,Relation
is compared with,Relation
達到,Relation
experienced sudden increase,Relation
was assigned to process,Relation
has a problem with,Relation
will update version of,Relation
described by,Relation
completes task of,Relation
進行處理,Relation
performed data backup before leaving for,Relation
has task,Relation
開始時間,Relation
validated,Relation
recommended expanding,Relation
狀態描述是,Relation
與進行處理,Relation
processed with,Relation
為,Relation
describes the situation of,Relation
is the end time of,Relation
調整es_admin_user,Relation
ended at,Relation
requires new,Relation
Before,Relation
patched,Relation
is assigned the task of handling records for,Relation
關閉,Relation
includes,Relation
is to,Relation
串接,Relation
processed by,Relation
is the time for,Relation
is adjusted with,Relation
acts as,Relation
描述,Relation
requires checking in,Relation
使用,Relation
scheduled,Relation
最新版本是,Relation
is the name of,Relation
is the current version of,Relation
測試個人的測試環境中SH 的KVstore狀態,Relation
has on-site work item,Relation
contains actions,Relation
receives reports and alerts from a system,Relation
has block category report,Relation
包括,Relation
新增告警至,Relation
adjusted,Relation
authorised,Relation
has installed,Relation
was full on,Relation
handled for,Relation
compared,Relation
is related to,Relation
are,Relation
replaced by,Relation
average use is,Relation
需要進行,Relation
will be disabled from performing,Relation
serves as,Relation
根據說明,Relation
handled item,Relation
processes,Relation
needs,Relation
will be adjusted for its destination,Relation
changed for,Relation
進行時間,Relation
is evaluated by,Relation
submits,Relation
isExcludedFrom,Relation
需要維護,Relation
平均授權用量,Relation
is under evaluation for,Relation
建議更,Relation
will upgrade version of,Relation
is assigned to,Relation
屬於,Relation
is scheduled time for,Relation
needs no upgrade because it has,Relation
contains,Relation
recommends upgrading to,Relation
automatically judges,Relation
experiences errors during,Relation
suggests,Relation
is the disk utilization of,Relation
did not include,Relation
set,Relation
end,Relation
evaluates,Relation
confirmed,Relation
建議擴充,Relation
shows,Relation
is being evaluated by,Relation
has setting completed by,Relation
is the,Relation
conducts,Relation
isClosedBy,Relation
is updated with,Relation
starts at,Relation
受到,Relation
encounters issues with,Relation
提供,Relation
has been maintained by,Relation
is maintained by,Relation
isUpdatedBy,Relation
has worked until,Relation
提交,Relation
maintained,Relation
handles the maintenance record for,Relation
utilized at,Relation
導致,Relation
進行中,Relation
處理了,Relation
performed by,Relation
涉及,Relation
conducted the maintenance report on,Relation
確認,Relation
requests confirmation from,Relation
performed the action for,Relation
累積,Relation
sorts out,Relation
will be adjusted to replace,Relation
reopened,Relation
added,Relation
completes,Relation
experienced same issue as,Relation
is working on building,Relation
建議進行升版,Relation
provides,Relation
because,Relation
assisted,Relation
進行時間是,Relation
has a memory utilization of,Relation
工作,Relation
當前版本是,Relation
完成,Relation
is addressed by,Relation
received,Relation
included in,Relation
has action,Relation
maintains a record of,Relation
performs maintenance on,Relation
needs no adjustments for,Relation
fixed,Relation
ran,Relation
performed actions on,Relation
started,Relation
added to,Relation
add,Relation
執行,Relation
updates reports and alerts,Relation
before,Relation
預計下次的時間,Relation
is set to,Relation
與,Relation
進行,Relation
performs,Relation
uses,Relation
involves,Relation
check,Relation
suggests upgrade to,Relation
At the same time,Relation
has a maintenance record for,Relation
包含,Relation
檢查,Relation
到,Relation
upgrades,Relation
will close old settings in,Relation
requests,Relation
performs action on,Relation
is being tested by,Relation
isMaintainedBy,Relation
will handle,Relation
confirms,Relation
spanned the time frame for,Relation
details,Relation
adjusts,Relation
